100000	49.43041	12.19936
79432.82	48.98376	9.230408
63095.73	48.52888	6.941407
50118.72	48.40249	5.314012
39810.72	48.33999	4.054376
31622.78	48.17856	2.810866
25118.87	48.00297	2.02841
19952.62	48.12194	1.122496
15848.93	48.20989	0.4309349
12589.25	48.43793	-0.2176341
10000	48.44447	-0.7186516
7943.282	48.72815	-1.52208
6309.573	48.98652	-2.147091
5011.873	49.12503	-2.838388
3981.072	49.55656	-3.751238
3162.278	49.74073	-4.494253
2511.886	50.53049	-5.215425
1995.262	50.88762	-6.401855
1584.893	51.60939	-7.624813
1258.925	52.39406	-8.94244
1000	53.30641	-10.32011
794.3282	54.45415	-12.11524
630.9573	55.75441	-14.24362
501.1872	57.20382	-16.28457
398.1072	58.81412	-18.84253
316.2278	60.925	-21.76133
251.1886	63.73183	-25.32427
199.5262	65.91751	-28.85962
158.4893	69.43003	-33.98082
125.8925	73.12551	-38.37987
100	77.48141	-44.32643
79.43282	83.52801	-51.41119
63.09573	90.15183	-59.16968
50.11872	93.43288	-66.86458
39.81072	106.6086	-75.45614
31.62278	115.1256	-88.53758
25.11886	125.6973	-96.99288
19.95262	137.8728	-108.7285
15.84893	153.7748	-120.9657
12.58925	171.2038	-136.4231
10	189.1965	-150.9329
7.943282	210.576	-166.3036
6.309574	235.1779	-183.9978
5.011872	262.9122	-201.7072
3.981072	294.1868	-219.9342
3.162278	329.0393	-237.3752
2.511886	367.3186	-254.6418
1.995262	409.0599	-270.6551
1.584893	453.0579	-283.8456
1.258925	501.7653	-295.0769
1	548.253	-303.6208
0.7943282	597.7657	-309.4932
0.6309574	659.3662	-316.6254
0.5011872	705.6748	-314.3763
0.3981072	752.3135	-312.3537
0.3162278	798.4397	-309.2329
0.2511886	842.5724	-305.7795
0.1995262	884.0856	-300.8791
0.1584893	925.5064	-296.7154
0.1258925	965.2274	-291.6881
0.1	1001.066	-285.3777
0.07943282	1036.858	-277.0443
0.06309573	1068.12	-266.9477
0.05011872	1104.494	-256.1635
0.03981072	1165.337	-248.8065
0.03162277	1267.661	-247.0043
0.02511887	1446.628	-253.1359
0.01995262	1762.325	-271.9549
0.01584893	2447.808	-318.7257
0.01258925	4926.815	-646.2755
0.01	64662.94	-7872.758
