100000	47.00039	11.74174
79432.82	46.20483	8.874914
63095.73	45.93819	6.870911
50118.72	45.61291	5.14219
39810.72	45.35418	3.882585
31622.78	45.29923	3.011936
25118.87	45.29403	2.280447
19952.62	45.26081	1.548942
15848.93	45.39915	0.8867602
12589.25	45.28535	0.2672251
10000	45.39725	-0.205506
7943.282	45.49743	-0.5809574
6309.573	45.45641	-1.21371
5011.873	45.67744	-1.81989
3981.072	45.85493	-2.232673
3162.278	46.06336	-2.912992
2511.886	46.19985	-3.512026
1995.262	46.52802	-4.603695
1584.893	46.90479	-5.665108
1258.925	47.27504	-6.881674
1000	47.86966	-8.242929
794.3282	48.43961	-9.87074
630.9573	49.2322	-11.91633
501.1872	50.03408	-14.14186
398.1072	51.01943	-16.79267
316.2278	52.26827	-20.55415
251.1886	53.4656	-24.00608
199.5262	55.22785	-29.30606
158.4893	57.71761	-35.70276
125.8925	59.49694	-41.94297
100	62.59676	-50.76373
79.43282	66.65614	-60.81892
63.09573	71.03822	-72.28722
50.11872	77.46447	-88.01907
39.81072	84.64499	-104.8674
31.62278	94.84727	-124.0958
25.11886	105.7511	-148.2527
19.95262	122.0715	-176.4975
15.84893	141.1149	-206.3908
12.58925	163.5926	-243.2494
10	193.0341	-283.5568
7.943282	228.3298	-329.2162
6.309574	271.7918	-379.5428
5.011872	324.3907	-434.5644
3.981072	389.0834	-493.8187
3.162278	465.5107	-555.0747
2.511886	555.8895	-616.6097
1.995262	659.2031	-674.8079
1.584893	778.5953	-727.9018
1.258925	909.5237	-772.514
1	1044.277	-803.7571
0.7943282	1192.78	-822.0311
0.6309574	1344.844	-827.831
0.5011872	1495.97	-819.0992
0.3981072	1642.137	-796.3231
0.3162278	1779.471	-762.3295
0.2511886	1904.483	-720.1034
0.1995262	2019.339	-671.0187
0.1584893	2119.302	-620.7662
0.1258925	2209.406	-566.7348
0.1	2286.185	-516.5329
0.07943282	2350.102	-458.0269
0.06309573	2410.084	-411.3426
0.05011872	2458.319	-368.2785
0.03981072	2508.81	-326.1715
0.03162277	2555.972	-290.4617
0.02511887	2599.946	-257.4988
0.01995262	2633.384	-229.2618
0.01584893	2677.807	-188.1793
0.01258925	2709.046	-184.0117
0.01	2746.903	-159.402
