100000		
79432.82		
63095.73		
50118.72		
39810.72		
31622.78		
25118.87		
19952.62		
15848.93		
12589.25		
10000		
7943.282		
6309.573		
5011.873		
3981.072		
100000	47.66605	11.88269
79432.82	46.78352	8.856018
63095.73	46.42326	6.790339
50118.72	46.13031	5.004928
39810.72	45.96574	3.734118
31622.78	45.98093	2.669308
25118.87	45.93129	1.620154
19952.62	45.95659	0.9996297
15848.93	46.13664	0.4388164
12589.25	46.1014	-0.2978584
10000	46.3214	-0.7596699
7943.282	46.33459	-1.409775
6309.573	46.72795	-2.11895
5011.873	46.87316	-2.9473
3981.072	47.41997	-3.516538
3162.278	47.52032	-4.250742
2511.886	47.9425	-5.044179
1995.262	48.41693	-6.087614
1584.893	49.02881	-7.247566
1258.925	49.72199	-8.634625
1000	50.4872	-10.08065
794.3282	51.35454	-11.85777
630.9573	52.38442	-13.99971
501.1872	53.58395	-16.37261
398.1072	55.02283	-19.27197
316.2278	56.67866	-23.10194
251.1886	58.37715	-26.75325
199.5262	60.7128	-31.84979
158.4893	63.24673	-38.22266
125.8925	66.13667	-44.57565
100	69.6621	-53.44294
79.43282	74.7511	-63.55067
63.09573	79.26082	-73.80184
50.11872	88.50276	-88.18201
39.81072	94.08228	-105.3461
31.62278	104.4939	-121.3897
25.11886	116.4818	-145.0121
19.95262	133.3073	-173.0387
15.84893	149.5017	-199.755
12.58925	170.9964	-232.2553
10	197.6432	-274.1384
7.943282	226.17	-313.4431
6.309574	260.7719	-363.0055
5.011872	301.7886	-419.4881
3.981072	350.4794	-483.3161
3.162278	410.0563	-560.877
2.511886	474.5509	-639.743
1.995262	555.164	-732.1802
1.584893	650.6972	-836.7556
1.258925	766.5527	-954.9199
1	898.3637	-1072.714
0.7943282	1067.284	-1205.028
0.6309574	1269.833	-1338.552
0.5011872	1502.05	-1465.521
0.3981072	1776.192	-1576.161
0.3162278	2083.703	-1656.818
0.2511886	2413.604	-1693.023
0.1995262	2751.032	-1679.607
0.1584893	3338.417	-1747.29
0.1258925	3673.581	-1627.765
0.1	3928.494	-1463.62
0.07943282	4283.357	-1333.543
0.06309573	4678.696	-1208.303
0.05011872	5171.225	-1100.113
0.03981072	5882.574	-1019.809
0.03162277	7052.94	-959.1945
0.02511887	9624.997	-965.037
0.01995262	15542.73	-1257.485
0.01584893	35704.45	-2534.643
0.01258925	458249.3	-44079.69
		
